[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2019, Metric: Return on Equity, Computed: 5.87%, Pre-computed: 15.10%, Difference: 9.23%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2020, Metric: Return on Equity, Computed: 6.17%, Pre-computed: 15.10%, Difference: 8.93%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2021, Metric: Return on Equity, Computed: 6.49%, Pre-computed: 15.10%, Difference: 8.61%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565406] [formula discrepancy] Company: COMP53, Year: 2022, Metric: Return on Equity, Computed: 6.82%, Pre-computed: 15.10%, Difference: 8.28%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565406] [formula discrepancy] Company: COMP53, Year: 2023, Metric: Return on Equity, Computed: 7.17%, Pre-computed: 15.10%, Difference: 7.93%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2010, Metric: ROCE, Computed: 8.22%, Benchmark: 15.00% (absolute threshold), Difference: 6.78%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2011, Metric: ROCE, Computed: 9.07%, Benchmark: 15.00% (absolute threshold), Difference: 5.93%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2012, Metric: ROCE, Computed: 10.01%, Benchmark: 15.00% (absolute threshold), Difference: 4.99%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2013, Metric: ROCE, Computed: 11.05%, Benchmark: 15.00% (absolute threshold), Difference: 3.95%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2014, Metric: ROCE, Computed: 12.20%, Benchmark: 15.00% (absolute threshold), Difference: 2.80%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2015, Metric: ROCE, Computed: 13.46%, Benchmark: 15.00% (absolute threshold), Difference: 1.54%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [data source issue] Company: COMP54, Metric: ROCE, Computed: 13.46% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2016, Metric: ROCE, Computed: 14.86%, Benchmark: 15.00% (absolute threshold), Difference: 0.14%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2017, Metric: Return on Equity, Computed: 20.50%, Pre-computed: 15.15%, Difference: 5.35%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2018, Metric: Return on Equity, Computed: 22.63%, Pre-computed: 15.15%, Difference: 7.48%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2019, Metric: Return on Equity, Computed: 24.97%, Pre-computed: 15.15%, Difference: 9.82%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2020, Metric: Return on Equity, Computed: 27.57%, Pre-computed: 15.15%, Difference: 12.42%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2021, Metric: Return on Equity, Computed: 30.43%, Pre-computed: 15.15%, Difference: 15.28%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2022, Metric: Return on Equity, Computed: 33.58%, Pre-computed: 15.15%, Difference: 18.43%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP54, Year: 2023, Metric: Return on Equity, Computed: 37.07%, Pre-computed: 15.15%, Difference: 21.92%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2010, Metric: ROCE, Computed: 8.23%, Benchmark: 15.00% (absolute threshold), Difference: 6.77%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2011, Metric: ROCE, Computed: 9.39%, Benchmark: 15.00% (absolute threshold), Difference: 5.61%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2012, Metric: ROCE, Computed: 10.72%, Benchmark: 15.00% (absolute threshold), Difference: 4.28%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2013, Metric: ROCE, Computed: 12.24%, Benchmark: 15.00% (absolute threshold), Difference: 2.76%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2014, Metric: ROCE, Computed: 13.97%, Benchmark: 15.00% (absolute threshold), Difference: 1.03%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.565867] [data source issue] Company: COMP55, Metric: ROCE, Computed: 15.95% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2020, Metric: Return on Equity, Computed: 22.32%, Pre-computed: 15.20%, Difference: 7.12%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2021, Metric: Return on Equity, Computed: 25.48%, Pre-computed: 15.20%, Difference: 10.28%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2022, Metric: Return on Equity, Computed: 29.08%, Pre-computed: 15.20%, Difference: 13.88%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.565867] [formula discrepancy] Company: COMP55, Year: 2023, Metric: Return on Equity, Computed: 33.20%, Pre-computed: 15.20%, Difference: 18.00%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2010, Metric: ROCE, Computed: 8.24%, Benchmark: 15.00% (absolute threshold), Difference: 6.76%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2011, Metric: ROCE, Computed: 8.16%, Benchmark: 15.00% (absolute threshold), Difference: 6.84%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2012, Metric: ROCE, Computed: 8.08%, Benchmark: 15.00% (absolute threshold), Difference: 6.92%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2013, Metric: ROCE, Computed: 8.01%, Benchmark: 15.00% (absolute threshold), Difference: 6.99%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2014, Metric: ROCE, Computed: 7.93%, Benchmark: 15.00% (absolute threshold), Difference: 7.07%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2015, Metric: ROCE, Computed: 7.86%, Benchmark: 15.00% (absolute threshold), Difference: 7.14%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [data source issue] Company: COMP56, Metric: ROCE, Computed: 7.86% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2016, Metric: ROCE, Computed: 7.78%, Benchmark: 15.00% (absolute threshold), Difference: 7.22%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2017, Metric: ROCE, Computed: 7.71%, Benchmark: 15.00% (absolute threshold), Difference: 7.29%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2018, Metric: ROCE, Computed: 7.64%, Benchmark: 15.00% (absolute threshold), Difference: 7.36%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.571606] [formula discrepancy] Company: COMP56, Year: 2019, Metric: ROCE, Computed: 7.56%, Benchmark: 15.00% (absolute threshold), Difference: 7.44%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.572585] [formula discrepancy] Company: COMP56, Year: 2020, Metric: ROCE, Computed: 7.49%, Benchmark: 15.00% (absolute threshold), Difference: 7.51%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.572585] [formula discrepancy] Company: COMP56, Year: 2021, Metric: ROCE, Computed: 7.42%, Benchmark: 15.00% (absolute threshold), Difference: 7.58%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.572585] [formula discrepancy] Company: COMP56, Year: 2022, Metric: ROCE, Computed: 7.35%, Benchmark: 15.00% (absolute threshold), Difference: 7.65%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.572585] [formula discrepancy] Company: COMP56, Year: 2023, Metric: ROCE, Computed: 7.28%, Benchmark: 15.00% (absolute threshold), Difference: 7.72%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2015, Metric: Return on Equity, Computed: 5.85%, Pre-computed: 15.30%, Difference: 9.45%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [data source issue] Company: COMP57, Metric: ROCE, Computed: 9.48% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2016, Metric: Return on Equity, Computed: 5.89%, Pre-computed: 15.30%, Difference: 9.41%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2017, Metric: Return on Equity, Computed: 5.93%, Pre-computed: 15.30%, Difference: 9.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2018, Metric: Return on Equity, Computed: 5.97%, Pre-computed: 15.30%, Difference: 9.33%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2019, Metric: Return on Equity, Computed: 6.01%, Pre-computed: 15.30%, Difference: 9.29%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2020, Metric: Return on Equity, Computed: 6.06%, Pre-computed: 15.30%, Difference: 9.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2021, Metric: Return on Equity, Computed: 6.11%, Pre-computed: 15.30%, Difference: 9.19%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2022, Metric: Return on Equity, Computed: 6.16%, Pre-computed: 15.30%, Difference: 9.14%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP57, Year: 2023, Metric: Return on Equity, Computed: 6.21%, Pre-computed: 15.30%, Difference: 9.09%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2010, Metric: ROCE, Computed: 8.26%, Benchmark: 15.00% (absolute threshold), Difference: 6.74%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2011, Metric: ROCE, Computed: 8.80%, Benchmark: 15.00% (absolute threshold), Difference: 6.20%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2012, Metric: ROCE, Computed: 9.38%, Benchmark: 15.00% (absolute threshold), Difference: 5.62%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2013, Metric: ROCE, Computed: 10.00%, Benchmark: 15.00% (absolute threshold), Difference: 5.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2014, Metric: ROCE, Computed: 10.66%, Benchmark: 15.00% (absolute threshold), Difference: 4.34%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2015, Metric: ROCE, Computed: 11.37%, Benchmark: 15.00% (absolute threshold), Difference: 3.63%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2015, Metric: Return on Equity, Computed: 7.11%, Pre-computed: 15.35%, Difference: 8.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [data source issue] Company: COMP58, Metric: ROCE, Computed: 11.37% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2016, Metric: ROCE, Computed: 12.12%, Benchmark: 15.00% (absolute threshold), Difference: 2.88%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2016, Metric: Return on Equity, Computed: 7.57%, Pre-computed: 15.35%, Difference: 7.78%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2017, Metric: ROCE, Computed: 12.92%, Benchmark: 15.00% (absolute threshold), Difference: 2.08%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2017, Metric: Return on Equity, Computed: 8.07%, Pre-computed: 15.35%, Difference: 7.28%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2018, Metric: ROCE, Computed: 13.77%, Benchmark: 15.00% (absolute threshold), Difference: 1.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2018, Metric: Return on Equity, Computed: 8.61%, Pre-computed: 15.35%, Difference: 6.74%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2019, Metric: ROCE, Computed: 14.68%, Benchmark: 15.00% (absolute threshold), Difference: 0.32%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2019, Metric: Return on Equity, Computed: 9.18%, Pre-computed: 15.35%, Difference: 6.17%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.573237] [formula discrepancy] Company: COMP58, Year: 2020, Metric: Return on Equity, Computed: 9.78%, Pre-computed: 15.35%, Difference: 5.57%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.579169] [formula discrepancy] Company: COMP59, Year: 2010, Metric: ROCE, Computed: 8.27%, Benchmark: 15.00% (absolute threshold), Difference: 6.73%, Description: ROCE is below the benchmark of 15.00%.
